path,total_conversions,total_conversion_value,total_null
Paid Social > Display > Display > Paid Social,1,1.51,2
Email > Push Notifications,1,5.01,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,1,6.8,3
Paid Search > Display > Display > Display,1,4.987,3
Paid Search > Direct Mail > SMS > Direct Mail > Paid Search > SMS > Paid Social > Paid Social > Display > Push Notifications,1,7.425,3
Push Notifications,1,2.432,2
Paid Search > Display > Paid Search > Videos > Paid Search > Videos > Videos > Videos > Paid Social > Videos > Videos > Paid Social > Videos,1,2.05,2
Videos > Videos > Paid Social > Affiliate > Videos > Email > Videos,0,0,3
Display > Email > Internal Campaign,0,0,3
Display > Display > Display > Push Notifications,1,6.77,3
Paid Search > Paid Search > Display > Paid Search,1,5.957,2
Paid Search > Push Notifications > Paid Search > Paid Search,1,1.774,2
Display > Paid Social > Email,1,1.503,3
Push Notifications > Paid Social > Paid Social,1,0.56,2
Paid Search > Display > Videos > Videos,1,4.859,2
Push Notifications > Paid Search > Paid Search,1,2.999,2
Push Notifications > Direct Mail > Paid Social > Videos > Videos,1,4.921,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Videos,0,0,3
Push Notifications > Display > Display,1,8,2
Display > Paid Social > Paid Search > Display > Paid Social > Paid Search > Display,1,0.585,3
Videos > Email > Paid Search > Email > SMS,1,6.365,2
Push Notifications > Push Notifications > Push Notifications > Push Notifications > Paid Social,0,0,3
Push Notifications > Paid Social,1,1.045,3
Paid Search > Paid Search > Paid Search > Push Notifications,1,1.944,3
Push Notifications,2,2.668,5
Paid Search > Paid Search > Push Notifications > Affiliate,1,5.458,3
Push Notifications > Internal Campaign > Paid Social > Push Notifications,1,3.196,2
Paid Search > Display,2,10.315,5
Paid Search > Push Notifications > Paid Search > Videos > Videos,1,10.462,3
Paid Search > Paid Search > Paid Search > Email > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Social,1,1.791,3
Videos > Email > Internal Campaign,1,5.928,3
Push Notifications > Paid Social > Push Notifications > Paid Social > Paid Social,0,0,2
Display > Display > Display > Display > Push Notifications > Paid Social > Paid Social > Internal Campaign > Push Notifications,1,7.785,2
Push Notifications,1,6.592,2
Push Notifications > Push Notifications > SMS > Push Notifications > Push Notifications > Paid Social > Push Notifications,1,4.521,2
Email > Videos > Paid Social > Paid Social > Paid Social > Paid Social > Display > Display,1,0.905,3
Display > Push Notifications > Email,1,2.53,3
Display > Push Notifications > Push Notifications > Paid Search > Email > Paid Search > Paid Search > Display > Push Notifications > Display > Push Notifications > Push Notifications > Display > Push Notifications,1,4.544,2
Paid Search > Push Notifications,1,5.441,3
Display > Display > Push Notifications,1,3.328,3
Videos > Internal Campaign > Internal Campaign,1,20.015,2
Paid Search > Paid Search > Videos > Videos,0,0,3
Display > Paid Search > Display > Internal Campaign > Push Notifications > Paid Search > Display > Push Notifications > Affiliate > Display > Paid Search > Paid Search > Affiliate > Push Notifications > Email,1,3.9,2
Display > Display > Display > Display > Display > Paid Social,1,1,3
Videos > Paid Search > SMS > Display > Display > Paid Social > Paid Social > Videos > Paid Social > Videos > Videos > Videos > Display > Push Notifications,1,3.568,3
Push Notifications,10,8.75,49
Display > Push Notifications > Display > Push Notifications > Videos,1,1.94,2
Push Notifications > Push Notifications,0,0,3
Paid Search > Videos > Paid Social > Affiliate,1,5.664,2
Paid Social > Display > Push Notifications > Email,1,1.9,2
Paid Search > Affiliate > Paid Social,1,1.385,3
Email > Paid Search > Paid Search > Paid Social > Paid Search,1,1.57,2
Affiliate > Affiliate > Paid Social > Paid Social > Affiliate > Paid Social > Paid Social > Email > Affiliate > Paid Social > Paid Social > Paid Social,0,0,3
Push Notifications > Push Notifications,0,0,3
Paid Search > Paid Search > Paid Social > Paid Search > Direct Mail,0,0,3
Paid Search > Display,0,0,5
Paid Search > Push Notifications,1,1.369,3
Display > Display > Push Notifications,0,0,3
Paid Search,688,2642.513887,2641
Videos > Paid Search > Videos > Videos > Videos > Push Notifications,1,1.617,2
Paid Search > Email > Paid Search > Affiliate,0,0,3
Videos > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Email > Paid Search > Videos,1,5.285,2
Paid Search > Display > Push Notifications,0,0,2
Paid Search > Push Notifications > Email > SMS > SMS > Affiliate > Paid Search > Paid Search > Paid Search > Paid Search > Internal Campaign > Paid Search > Paid Search > Email > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Push Notifications > Paid Search > Email > Paid Search,1,1.452,3
Paid Search > Paid Search > Paid Search > Paid Search > Videos > Email > Paid Search > Paid Search,1,4.022,2
Push Notifications > Paid Search > Push Notifications > Paid Search,1,1.354,2
Push Notifications > Affiliate > Email > Affiliate > Email > Push Notifications,1,4.263,3
Paid Search > Paid Search > Internal Campaign > Internal Campaign > Internal Campaign > SMS > Internal Campaign > SMS > Paid Search > Push Notifications > Internal Campaign > Push Notifications > Paid Search > Push Notifications,1,3.06,2
Email > Email > Paid Search > Paid Search,1,2.35,2
Direct Mail > Display > Push Notifications,1,4.494,2
Push Notifications > Videos,1,2.772,2
Paid Search > Paid Social > Email > Email > Paid Search > Paid Search,2,5.631,5
Videos > Push Notifications > Videos > Push Notifications > Videos > Videos,1,1.448,3
Push Notifications,1,3.537,2
Push Notifications,1,1.61,3
Videos > Push Notifications,1,1.038,2
Email > Display > Paid Social > Display > Email > Paid Social,1,3.038,2
Push Notifications > Affiliate > Affiliate > Paid Search > Push Notifications,1,3.418,3
Push Notifications > Push Notifications > Paid Social > Display > Display > Push Notifications,1,4.702,3
Paid Search > Paid Search > Paid Search > Display > Display > Paid Social > Paid Search > Email > Paid Search > Paid Search > Paid Social,1,7.642,2
Push Notifications > Push Notifications > Push Notifications > Push Notifications > Paid Search,1,1.516,2
Push Notifications > Push Notifications > Push Notifications > Push Notifications,2,11.685,5
Display > Display > Display > Display > Display > Display > Display > Display > Push Notifications > Display > Push Notifications > Display > Push Notifications > Display > Paid Social > Push Notifications > Display > Push Notifications > Display > Push Notifications > Display > Push Notifications > Display > Push Notifications,1,6.098,3
Paid Search > Videos > Paid Search,1,6.452,2
Paid Search > Paid Search > Display > Display > Email > Email,1,3.362,3
Display > Paid Social > Paid Search > Display > Paid Social > Display > Paid Search,1,2.589,3
Paid Social > Paid Social > Email > Paid Social > Push Notifications,1,3.017,2
Push Notifications > Push Notifications > Push Notifications > Email,1,10.7,3
Push Notifications,2,5.978666667,8
Paid Search > Paid Search > Paid Social > Paid Social > Paid Social,0,0,2
Paid Search > Push Notifications,0,0,2
Push Notifications > Push Notifications > Push Notifications,1,7.637,2
Push Notifications,1,1.8,2
Display > Paid Search,1,2.419,2
Paid Search > Push Notifications,1,3.25,2
Email > Display > Display > Videos > Display > Paid Search > Paid Search > Push Notifications > Email > Display > Paid Social > Email,1,0.925,3
Push Notifications > Display > Paid Social,1,2.423,3
Paid Search > Affiliate > Paid Social,1,2.486,3
Display > Paid Search > Push Notifications,1,5.99,3
Paid Search > Push Notifications,1,3.08,2
Paid Search > Push Notifications > Paid Search,2,3.004,6
Display > Display > Paid Social > Display > Internal Campaign,0,0,2
Push Notifications > Paid Social,0,0,3
Paid Search > Paid Search > Push Notifications,1,2.625,3
Paid Search > Push Notifications,1,5.078,3
Email > Display > Push Notifications > Email > Paid Social,1,5.017,2
Paid Search > Paid Search > Internal Campaign > Paid Social > Email > Internal Campaign > Internal Campaign,1,3.66,2
Paid Social > Paid Social > Paid Social > Paid Social > Paid Search > Paid Social > Paid Social,1,6.5215,6
Push Notifications > Paid Social,2,6.034,5
Display > Push Notifications > Display > Display > Display > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Social > Paid Search > Paid Search,1,4.128,3
Paid Search > Paid Search > Push Notifications > Paid Social,1,5.878,3
Push Notifications > Push Notifications > Push Notifications,1,4.462,3
Push Notifications > Display > Email > Display > Display > Email > Paid Search > Paid Search > Paid Search,1,6.534,3
Push Notifications > Push Notifications,1,10.034,3
Paid Search > Paid Search > Email > Affiliate > Paid Search > Paid Search > Affiliate,1,4.249,3
Paid Search > Paid Search > Paid Search,2,8.507333333,8
Paid Search > Paid Search > Paid Search > Email > Paid Social > Email > Paid Social > Paid Social > Paid Social > Paid Social,1,2.389,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social,1,2.049,3
Display > Paid Search,2,2.846,5
Display > Push Notifications,1,5.65,3
Paid Search > Paid Search > Email > Paid Search,1,2.073,2
Push Notifications > Paid Search > Push Notifications,1,9.979,3
Paid Search > Push Notifications > Paid Social > Paid Social > Email > Paid Social > Paid Social,1,2.587,2
Videos > Affiliate > Email > Email > Videos > Videos > Videos > Videos,1,5.36,3
Display > Display > Push Notifications > Push Notifications,1,4.06,3
Paid Search > Paid Search > Paid Search > Paid Search,1,6.024,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Affiliate,1,2.2,3
Email > Push Notifications > Email > Email > Internal Campaign,1,8.439,2
Paid Search > Push Notifications > Push Notifications > Push Notifications > Paid Social,1,3.223,2
Push Notifications > Paid Search > Paid Search > Email > Paid Search > Paid Search > Email > Videos > Videos,1,1.277,2
Display > Display > Display > Push Notifications > Display,0,0,3
Push Notifications,1,6.25,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Videos > Paid Search > Paid Search > Videos > Videos > Paid Search > Videos,1,5.1,2
Email > Email > Paid Social > Affiliate > Email,1,3.418,6
Display > Push Notifications > Paid Search > Push Notifications > Display > Push Notifications,1,7.554,2
Display > Paid Social > Paid Social > Display > Display > Display > Display > Display > Display > Display > Paid Social > Display > Display > Display > Display > Paid Social > Paid Social > Display > Display > Display > Display > Display > Paid Social > Display > Display > Paid Social > Display > Display > Paid Social > Display > Push Notifications > Display > Display > Display > Paid Social > Paid Social > Paid Search > Display > Display > Display > Display > Display > Display > Push Notifications > Display > Display > Display > Display > Display > Display > Display > Display > Push Notifications,1,6.538,3
Push Notifications > Display > Push Notifications,1,3.6,3
Push Notifications > Email > Paid Social > Paid Search,1,5.7,2
Push Notifications > Paid Search > Display > Paid Search > Internal Campaign,0,0,3
Paid Search > Display > Push Notifications > Videos,0,0,2
Push Notifications > Push Notifications > Push Notifications,2,5.148,6
Paid Search > Display > Push Notifications > Display > Push Notifications > Paid Search > Email > Paid Search > Display > Push Notifications,0,0,2
Paid Search > Email > Email,3,15.435,7
Paid Search > Display > Paid Search > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Affiliate,1,2.44,3
Push Notifications > SMS > Push Notifications,1,6.3,2
Affiliate > Display > Display > Push Notifications > Display > Push Notifications > Videos > Display > Push Notifications,1,3.373,3
Push Notifications > Push Notifications,3,10.892,9
Push Notifications > Push Notifications > Paid Social > Display > Paid Search > Push Notifications,0,0,2
Display > Paid Social > Push Notifications > Email > Push Notifications > Paid Social > Push Notifications > Push Notifications > Push Notifications > Paid Social,1,7.18,2
Display > Display > Display > Paid Social,1,0.9,3
Push Notifications > Affiliate,1,3.4,3
Paid Search > Videos,2,17.40266667,8
Affiliate > Direct Mail > Paid Search > Paid Search,0,0,2
SMS > Email > Paid Social,1,4.377,3
Direct Mail > Email > Email > Affiliate,1,2.2,3
Display > Display > Email > Push Notifications,1,1.286,3
Email > Paid Social > Paid Social > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Email > Display > Push Notifications > Push Notifications,0,0,2
Paid Search > Email > Paid Social > Paid Social > Paid Search > Paid Social > Paid Search,1,5.857,3
Email > Display,1,2.326,3
Push Notifications > Display > Push Notifications > Display > Push Notifications > Display > Push Notifications,0,0,3
Paid Search > Paid Search > Paid Search,1,3.711,2
Push Notifications > Paid Social > Paid Social,1,5.435,2
Email > Paid Search > Email > Email > Email > Email,3,6.523,8
Paid Social > Paid Social > Paid Social > Paid Search > Paid Social > Videos > Videos > Paid Social,0,0,2
Paid Search > Paid Search > Email > Paid Search > Email,1,6.88,3
Paid Search > Email > Paid Social > Paid Social > Paid Search,0,0,3
Display > Display > Paid Search > Paid Search > Display > Videos > Paid Social,0,0,2
Paid Search > Videos > Email > Paid Social,1,9.595,3
Push Notifications > Push Notifications > Email,1,2.861,2
